@id;AOD;DNI;GHI;LST;amenity;building;building_l;building_r;capacity_p;height;id;jarak_jala;jarak_poi_;name;office;luas_atap_m2;luas_efektif_m2;GHI_tahunan;potensi_energi_kwh_thn;kapasitas_sistem_kwp;biaya_investasi_rp;penghematan_tahunan_rp;waktu_balik_modal_tahun;LST_norm;AOD_norm;indeks_degradasi;cluster;n_energi;n_roi;n_jarak;skor_prioritas_akhir;ranking
way/497049980;0.485333333333333;262.599.992.752.075;463.800.001.144.409;341.199.213.695.413;;building;1;;;3;way/497049980;696.624.554.239.679;592.910.702.627.504;;;114.528.843.982.821;687.173.063.896.929;169.287.000.417.709;130.870.650.099.328;103.075.959.584.539;154.613.939.376.809;189.068.828.198.499;817.765.365.396.371;0.668410867797584;1;0.834205433898792;1;0.0304537070245376;0.897678631174138;0.92317707351161;0.625467620961042;50
way/493578053;0.485333333333333;260.999.989.509.583;46.269.998.550.415;36.602.870.717.796;;commercial;3;;;9;way/493578053;693.734.547.077.106;744.750.812.931.497;BIGNET;;85.964.762.248.246;515.788.573.489.476;168.885.494.709.015;979.978.594.489.056;773.682.860.234.214;116.052.429.035.132;141.577.507.545.834;819.709.507.864.881;0.784695347644422;1;0.892347673822211;1;0.0227835308787415;0.821875022976251;0.992349578006086;0.625336921312963;51
way/1305984448;0.485333333333333;260.999.989.509.583;46.269.998.550.415;375.716.631.457.143;;building;1;;;3;way/1305984448;793.424.394.844.919;307.172.844.009.072;;;147.026.311.099.999;882.157.866.599.993;168.885.494.709.015;167.606.626.176.213;132.323.679.989.999;198.485.519.984.998;242.141.292.836.774;819.709.507.864.881;0.830067003590296;1;0.915033501795148;1;0.00382853506129155;0.821875022976258;0.991250210233288;0.625156974395045;52
way/1305984447;0.485333333333333;260.999.989.509.583;46.269.998.550.415;37.530.692.327.907;;building;1;;;3;way/1305984447;803.784.243.430.533;357.818.434.122.225;;;149.123.543.559.583;894.741.261.357.501;168.885.494.709.015;169.997.423.131.046;134.211.189.203.625;201.316.783.805.438;245.595.277.197.422;819.709.507.864.881;0.828148208814649;1;0.914074104407324;1;0.00388431929320362;0.821875022976251;0.991135963056458;0.624916723241136;53
way/493578172;0.485333333333333;260.999.989.509.583;46.269.998.550.415;365.644.345.016;;building;1;;;3;way/493578172;749.123.830.328.991;16.520.973.306.054;;;819.979.932.081.455;491.987.959.248.873;168.885.494.709.015;934.758.336.247.027;73.798.193.887.331;110.697.290.830.996;135.044.536.837.608;819.709.507.864.881;0.782895256389734;1;0.891447628194867;1;0.0217284110084415;0.821875022976258;0.99173875158465;0.624703749981824;54
way/501910630;0.485333333333333;262.599.992.752.075;463.800.001.144.409;340.617.273.433.334;;building;1;;;3;way/501910630;371.565.560.878.323;133.498.156.283.333;;;396.251.154.765.066;237.750.692.859.039;169.287.000.417.709;452.791.143.465.062;356.626.039.288.559;534.939.058.932.838;654.147.364.963.976;817.765.365.396.371;0.6656854549443;1;0.83284272747215;1;0.0104827175580587;0.897678631174131;0.959024192306676;0.624512715333696;55
way/497049946;0.485333333333333;262.599.992.752.075;463.800.001.144.409;361.498.685.525;;building;1;;;3;way/497049946;993.807.418.714.521;181.453.881.912.656;;;128.820.361.170.355;772.922.167.022.127;169.287.000.417.709;147.201.384.612.973;115.938.325.053.319;173.907.487.579.979;212.661.840.350.362;817.765.365.396.371;0.763479803639081;1;0.88173990181954;1;0.00335242155224404;0.897678631174131;0.890404101022752;0.62430490642621;56
way/494064086;0.485333333333333;260.999.989.509.583;46.269.998.550.415;3.741.035.558;;building;1;;;3;way/494064086;841.947.404.572.525;160.096.732.245.667;;;165.899.154.815.993;995.394.928.895.959;168.885.494.709.015;189.121.235.622.119;149.309.239.334.394;223.963.859.001.591;273.223.449.103.275;819.709.507.864.881;0.822512453036282;1;0.911256226518141;1;0.00433053334282774;0.821875022976251;0.990715104258827;0.624282989164083;57
way/497049995;0.485333333333333;262.599.992.752.075;463.800.001.144.409;36.151.871.892;;building;1;;;3;way/497049995;101.865.607.466.248;188.028.389.460.736;;;167.332.549.000.408;100.399.529.400.245;169.287.000.417.709;191.208.770.724.567;150.599.294.100.367;225.898.941.150.551;276.239.311.065.782;817.765.365.396.371;0.763573626451809;1;0.881786813225904;1;0.0043792415955483;0.897678631174138;0.887663820827908;0.624213638261568;58
way/496864435;0.485333333333333;262.599.992.752.075;463.800.001.144.409;351.109.918.213.793;;building;1;;;3;way/496864435;666.196.845.941.386;535.764.901.050.703;;;19.782.294.642.114;118.693.767.852.684;169.287.000.417.709;226.049.759.190.639;178.040.651.779.026;267.060.977.668.539;326.574.087.102.717;817.765.365.396.371;0.714825875040711;1;0.857412937520355;1;0.0051921829775876;0.897678631174131;0.926532604957615;0.624194369369246;59
way/494063899;0.485333333333333;260.999.989.509.583;46.269.998.550.415;370.319.867.233.334;;building;1;;;3;way/494063899;647.529.022.715.049;261.615.863.930.584;;;384.853.284.412.886;230.911.970.647.732;168.885.494.709.015;438.723.926.967.102;346.367.955.971.598;519.551.933.957.396;633.824.457.289.372;819.709.507.864.881;0.804792226194502;1;0.902396113097251;1;0.0101544885690209;0.821875022976258;0.992859127027839;0.624136750792072;60
way/493578074;0.485333333333333;260.999.989.509.583;46.269.998.550.415;371.462.167.883.871;;building;1;;;3;way/493578074;789.030.652.611.044;195.836.875.910.011;;;321.546.298.606.239;192.927.779.163.743;168.885.494.709.015;366.555.413.555.779;289.391.668.745.615;434.087.503.118.422;529.562.605.964.034;819.709.507.864.881;0.810141986433058;1;0.905070993216529;1;0.00847058769205662;0.821875022976258;0.991298663899555;0.62406623108956;61
way/494064014;0.485333333333333;261.100.006.103.516;46.269.998.550.415;368.045.618;;building;1;;;3;way/494064014;979.858.102.070.468;242.846.868.874.052;;;57.825.461.771.068;346.952.770.626.408;168.885.494.709.015;659.197.015.963.923;520.429.155.939.612;780.643.733.909.418;95.234.192.896.308;819.709.507.864.881;0.794141187770129;1;0.897070593885064;1;0.0152987656278099;0.821875022976265;0.989194241505516;0.623798921278316;62
way/494063867;0.485333333333333;260.999.989.509.583;46.269.998.550.415;370.967.392.133.334;;building;1;;;3;way/494063867;687.743.976.685.035;122.851.179.715.208;;;283.527.925.542.674;170.116.755.325.604;168.885.494.709.015;323.215.339.291.392;255.175.132.988.406;382.762.699.482.609;466.949.200.674.275;819.709.507.864.881;0.80782479293765;1;0.903912396468824;1;0.00745933797092756;0.821875022976265;0.992415641303173;0.62364075359684;63
way/501910733;0.485333333333333;262.599.992.752.075;463.800.001.144.409;328.742.742.165.605;;building;1;;;3;way/501910733;886.708.843.669.618;256.337.453.706.555;;;549.349.493.524.306;329.609.696.114.584;169.287.000.417.709;627.734.663.593.094;494.414.544.171.876;741.621.816.257.814;906.888.268.492.943;817.765.365.396.371;0.610073217309915;1;0.805036608654957;1;0.0145646576318943;0.897678631174138;0.990221480437453;0.623465360871167;64
way/501910620;0.485333333333333;262.483.021.316.178;463.714.220.108.242;3.405.989.174;;building;1;;;3;way/501910620;181.229.170.978.977;147.103.614.529.329;;;874.907.274.428.598;524.944.364.657.159;169.255.690.339.508;999.560.484.336.174;787.416.546.985.739;118.112.482.047.861;144.406.503.172.047;817.916.641.241.154;0.665599487754123;1;0.832799743877061;1;0.00225005073615891;0.891780269786778;0.980014262783394;0.623411171543656;65
way/497049937;0.485333333333333;262.599.992.752.075;463.800.001.144.409;361.560.257.974.026;;building;1;;;3;way/497049937;111.593.791.644.847;202.853.158.670.495;;;26.304.006.647.572;157.824.039.885.432;169.287.000.417.709;300.572.530.942.609;236.736.059.828.148;355.104.089.742.221;434.237.135.452.787;817.765.365.396.371;0.763768167161798;1;0.881884083580899;1;0.00693101553454675;0.897678631174138;0.876935695132802;0.62339426917775;66
way/501910624;0.485333333333333;262.599.992.752.075;463.800.001.144.409;343.586.902.790.698;;building;1;;;3;way/501910624;440.225.331.783.453;223.117.808.521.117;;;148.272.152.253.973;889.632.913.523.841;169.287.000.417.709;169.428.698.328.733;133.444.937.028.576;200.167.405.542.864;244.773.640.475.521;81.776.536.539.637;0.679593181471294;1;0.839796590735647;1;0.00387104929292099;0.897678631174145;0.951452474512847;0.623131923000958;67
way/496864424;0.485333333333333;262.599.992.752.075;463.800.001.144.409;351.544.541.172.603;;building;1;;;3;way/496864424;782.521.556.819.445;610.557.186.134.119;;;253.564.504.689.161;152.138.702.813.497;169.287.000.417.709;289.744.927.275.805;228.208.054.220.245;342.312.081.330.368;418.594.496.435.355;817.765.365.396.371;0.716861353723762;1;0.858430676861881;1;0.0066783761153857;0.897678631174138;0.913704454330162;0.622970439551852;68
way/494064073;0.485333333333333;261.026.514.180.609;46.269.998.550.415;370.335.691.400.001;bank;bank;3;concrete;100-250;9;way/494064073;618.364.883.515.739;410.782.432.671.137;Permata Bank;;229.738.112.511.838;137.842.867.507.103;168.885.494.709.015;26.189.618.479.927;206.764.301.260.654;310.146.451.890.981;378.361.418.179.505;819.709.507.864.881;0.804866335841206;1;0.902433167920603;1;0.00602858412630432;0.821875022976258;0.993180745682848;0.622956485963347;69
way/497049974;0.485333333333333;262.599.992.752.075;463.800.001.144.409;352.679.850.158.621;;building;1;;;3;way/497049974;805.357.750.699.028;131.259.640.070.371;;;207.161.740.619.124;124.297.044.371.474;169.287.000.417.709;23.672.108.027.738;186.445.566.557.211;279.668.349.835.817;341.990.944.676.731;817.765.365.396.371;0.722178369755415;1;0.861089184877707;1;0.00544117587056731;0.897678631174131;0.91118610605632;0.622886154241284;70
way/497049916;0.485333333333333;260.999.989.509.583;46.269.998.550.415;366.860.263.771.271;;building;1;;;3;way/497049916;140.981.967.779.516;542.267.536.519.349;;;632.882.306.581.323;379.729.383.948.794;168.885.494.709.015;721.471.329.717.091;56.959.407.592.319;854.391.113.884.786;104.230.963.004.228;819.709.507.864.881;0.788589793819266;1;0.894294896909633;1;0.0167518061102103;0.821875022976258;0.984452676436685;0.622829674418851;71
way/501910626;0.485333333333333;262.599.992.752.075;463.800.001.144.409;341.408.235.016.949;;building;1;;;3;way/501910626;413.111.204.397.202;236.707.836.903.035;;;206.498.897.744.153;123.899.338.646.492;169.287.000.417.709;235.963.658.173.529;185.849.007.969.737;278.773.511.954.606;340.896.696.963.297;81.776.536.539.637;0.669389781671474;1;0.834694890835737;1;0.00542350301457209;0.897678631174145;0.954442588200793;0.622770751195668;72
way/497049893;0.485333333333333;262.356.328.786.499;463.632.480.125.712;3.550.229.618;;building;1;;;3;way/497049893;771.531.749.241.328;118.596.766.094.318;;;368.251.082.658.418;220.950.649.595.051;169.225.855.245.885;420.643.829.754.633;331.425.974.392.576;497.138.961.588.865;607.704.140.846.519;818.060.842.725.805;0.733151912918202;1;0.866575956459101;1;0.00973262742608515;0.886157743135012;0.91491639722617;0.62264855986703;73
way/496864429;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.502.377.338;;building;1;;;3;way/496864429;67.625.295.226.847;608.201.813.499.021;;;854.518.347.368.138;512.711.008.420.883;169.287.000.417.709;97.644.722.283.799;769.066.512.631.324;115.359.976.894.699;141.067.330.283.404;81.776.536.539.637;0.710741155754763;1;0.855370577877381;1;0.0021961207887808;0.897678631174152;0.925423629523971;0.622618614486821;74
way/496864398;0.485333333333333;262.599.992.752.075;463.800.001.144.409;347.794.515.348.052;;building;1;;;3;way/496864398;683.596.994.321.935;497.964.387.183.783;;;268.018.648.943.761;160.811.189.366.256;169.287.000.417.709;30.626.149.366.595;241.216.784.049.385;361.825.176.074.077;442.455.979.899.198;817.765.365.396.371;0.69929878029766;1;0.84964939014883;1;0.0070637555463058;0.897678631174138;0.924613737309625;0.622527124149784;75
way/501910628;0.485333333333333;262.599.992.752.075;463.800.001.144.409;340.872.359;;building;1;;;3;way/501910628;398.971.683.539.753;256.358.373.409.963;;;182.587.104.876.132;109.552.262.925.679;169.287.000.417.709;20.863.995.727.118;164.328.394.388.519;246.492.591.582.778;301.422.146.269.674;81.776.536.539.637;0.666880102449176;1;0.833440051224588;1;0.00478596176927666;0.897678631174145;0.956001877727413;0.622499672348285;76
way/497049902;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.526.759.214;;building;1;;;3;way/497049902;813.651.687.082.511;136.421.336.366.827;;;165.528.191.766.842;99.316.915.060.105;169.287.000.417.709;189.146.954.714.238;148.975.372.590.158;223.463.058.885.236;27.326.060.547.566;817.765.365.396.371;0.722159970118992;1;0.861079985059496;1;0.00433113344389297;0.897678631174138;0.910271460626138;0.622413644744204;77
way/494063872;0.485333333333333;261.100.006.103.516;46.269.998.550.415;367.674.231.457.143;;building;1;;;3;way/494063872;951.772.432.766.133;764.323.788.321.844;;;421.088.115.292.989;252.652.869.175.793;168.885.494.709.015;480.030.804.004.566;37.897.930.376.369;568.468.955.645.534;693.500.502.545.396;819.709.507.864.881;0.792401865500482;1;0.896200932750241;1;0.0111182978977735;0.821875022976258;0.989503966922918;0.622373824488207;78
way/496864396;0.485333333333333;262.599.992.752.075;463.800.001.144.409;352.408.593.331.708;;building;1;;;3;way/496864396;799.628.094.743.977;692.438.727.761.558;;;136.581.142.306.572;819.486.853.839.431;169.287.000.417.709;156.069.530.289.251;122.923.028.075.915;184.384.542.113.872;225.473.650.408.881;817.765.365.396.371;0.7209079870533;1;0.86045399352665;1;0.00355934112943167;0.897678631174138;0.91181796569371;0.62225758492679;79
way/493578077;0.485333333333333;260.999.989.509.583;46.269.998.550.415;377.523.484.597.469;;building;1;;;3;way/493578077;381.480.773.763.211;386.405.796.634.582;;;272.262.691.158.682;163.357.614.695.209;168.885.494.709.015;310.373.230.188.206;245.036.422.042.814;36.755.463.306.422;448.396.205.652.902;819.709.507.864.881;0.838529076235075;1;0.919264538117537;1;0.00715969429311373;0.821875022976251;0.957930754434099;0.622216162875308;80
way/501910625;0.485333333333333;262.599.992.752.075;463.800.001.144.409;341.726.864;;building;1;;;3;way/501910625;429.218.658.194.017;221.082.562.319.068;;;138.744.947.565.614;832.469.685.393.681;169.287.000.417.709;158.542.082.976.342;124.870.452.809.052;187.305.679.213.578;229.045.747.275.921;81.776.536.539.637;0.67088202337122;1;0.83544101168561;1;0.00361703295986197;0.897678631174145;0.952666277372504;0.62214889376748;81
way/1305984454;0.485333333333333;260.999.989.509.583;46.269.998.550.415;370.723.067.000.001;;building;1;;;3;way/1305984454;679.957.119.554.901;222.687.906.860.675;;;111.576.848.636.167;669.461.091.817.003;168.885.494.709.015;127.195.051.139.946;10.041.916.377.255;150.628.745.658.826;18.375.869.038.188;819.709.507.864.881;0.806680539992532;1;0.903340269996266;1;0.00288561572671646;0.821875022976265;0.992501513836555;0.622138486185444;82
way/1305984456;0.485333333333333;260.999.989.509.583;46.269.998.550.415;377.548.223.752.239;;building;1;;;3;way/1305984456;377.702.442.723.505;294.132.832.845.066;;;240.696.383.213.377;144.417.829.928.026;168.885.494.709.015;274.388.362.337.217;216.626.744.892.039;324.940.117.338.059;396.408.867.068.578;819.709.507.864.881;0.838644937629765;1;0.919322468814882;1;0.00632006288507342;0.821875022976258;0.958347424282938;0.622041256604561;83
way/497049922;0.485333333333333;260.999.989.509.583;46.269.998.550.415;368.289.762.285.714;;building;1;;;3;way/497049922;140.003.676.597.644;506.723.811.399.569;;;418.706.275.688.826;251.223.765.413.295;168.885.494.709.015;477.315.561.425.466;376.835.648.119.943;565.253.472.179.915;689.577.791.591.371;819.709.507.864.881;0.795284593747857;1;0.897642296873928;1;0.011054943407789;0.821875022976251;0.984560561223536;0.621973648317224;84
way/498803218;0.485333333333333;262.599.992.752.075;463.800.001.144.409;329.694.274.949.153;;building;1;;;3;way/498803218;160.378.646.787.661;206.373.274.852.898;;;440.882.691.722.743;264.529.615.033.646;169.287.000.417.709;503.791.031.820.344;396.794.422.550.468;595.191.633.825.702;727.826.903.670.851;81.776.536.539.637;0.614529550455405;1;0.807264775227702;1;0.011672692973474;0.897678631174145;0.982313633768016;0.621968636116414;85
way/496078564;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.444.270.998;place_of_worship;mosque;1;concrete;50-100;3;way/496078564;527.016.376.228.426;98.046.353.690.231;Masjid Al Ma'mur;;886.150.242.876.925;531.690.145.726.155;169.287.000.417.709;10.125.925.866.184;797.535.218.589.232;119.630.282.788.385;14.628.925.098.876;817.765.365.396.371;0.683528093484874;1;0.841764046742437;1;0.00228045841316988;0.897678631174138;0.941881261458889;0.621710927780635;86
way/494063893;0.485333333333333;260.999.989.509.583;46.269.998.550.415;377.500.874.066.667;;building;1;;;3;way/494063893;37.480.369.469.631;236.297.106.040.243;;;192.823.874.377.308;115.694.324.626.385;168.885.494.709.015;219.814.799.057.464;173.541.486.939.577;260.312.230.409.366;317.566.440.198.318;819.709.507.864.881;0.838423183868999;1;0.919211591934499;1;0.00504670326157554;0.821875022976251;0.958667094764327;0.621679480069622;87
way/494064015;0.485333333333333;261.100.006.103.516;46.269.998.550.415;3.684.899.606;;building;1;;;3;way/494064015;963.320.604.403.642;628.229.922.426.666;;;242.179.443.630.906;145.307.666.178.544;168.885.494.709.015;276.079.017.235.227;217.961.499.267.816;326.942.248.901.723;398.851.356.199.733;819.709.507.864.881;0.796222186649591;1;0.898111093324796;1;0.00635951077073481;0.821875022976258;0.989376615060946;0.621404625714438;88
way/493578073;0.485333333333333;260.999.989.509.583;46.269.998.550.415;375.261.335.356.757;;building;1;;;3;way/493578073;346.497.473.660.296;233.140.420.168.756;;;263.921.849.521.607;158.353.109.712.964;168.885.494.709.015;30.086.486.181.658;237.529.664.569.446;356.294.496.854.169;434.659.465.866.413;819.709.507.864.881;0.827934705956157;1;0.913967352978078;1;0.00693783646228622;0.821875022976251;0.961788671120744;0.621403996744192;89
way/497050005;0.485333333333333;262.599.992.752.075;463.800.001.144.409;342.678.955.947.826;;building;1;;;3;way/497050005;560.675.301.994.395;568.821.709.127.593;;;244.677.779.336.381;146.806.667.601.828;169.287.000.417.709;279.590.179.495.874;220.210.001.402.743;330.315.002.104.114;403.923.932.317.689;817.765.365.396.371;0.67534097526233;1;0.837670487631164;1;0.00644143637693608;0.897678631174138;0.938169395197414;0.621379051452725;90
way/497049891;0.485333333333333;262.599.992.752.075;463.800.001.144.409;351.442.902.333.334;;building;1;;;3;way/497049891;803.071.848.258.736;139.637.302.472.003;;;88.379.957.537.011;530.279.745.222.066;169.287.000.417.709;100.990.650.882.275;795.419.617.833.099;119.312.942.674.965;145.901.193.329.622;817.765.365.396.371;0.716385346447779;1;0.858192673223889;1;0.00227419101407587;0.897678631174138;0.911438192655997;0.621249743860836;91
way/497049888;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.431.624.324;;building;1;;;3;way/497049888;500.886.960.510.062;766.916.971.401.858;;;69.072.838.751.137;414.437.032.506.822;169.287.000.417.709;789.286.523.569.837;621.655.548.760.233;93.248.332.314.035;114.028.224.060.134;817.765.365.396.371;0.67760525052025;1;0.838802625260125;1;0.00175942055659693;0.897678631174138;0.94476278231643;0.621246489181716;92
way/496864387;0.485333333333333;262.599.992.752.075;463.800.001.144.409;352.664.528;;building;1;;;3;way/496864387;991.892.307.916.379;673.578.149.444.825;;;356.329.117.327.677;213.797.470.396.606;169.287.000.417.709;407.172.740.178.774;320.696.205.594.909;481.044.308.392.363;588.242.457.736.274;81.776.536.539.637;0.722106611173364;1;0.861053305586682;1;0.00941830780831545;0.897678631174145;0.890615297161573;0.620984702665645;93
way/498803279;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.405.989.174;;building;1;;;3;way/498803279;428.404.745.162.433;167.934.649.525.091;;;690.291.477.643.761;414.174.886.586.257;169.287.000.417.709;788.787.272.233.489;621.262.329.879.385;931.893.494.819.078;113.956.097.219.572;81.776.536.539.637;0.665599487754123;1;0.832799743877061;1;0.00175825565832847;0.897678631174145;0.952756034732638;0.620944407228903;94
way/498803280;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.405.989.174;;building;1;;;3;way/498803280;427.920.992.922.909;176.069.741.531.786;;;67.168.134.563.544;403.008.807.381.264;169.287.000.417.709;767.521.711.614.292;604.513.211.071.896;906.769.816.607.845;110.883.861.676.917;817.765.365.396.371;0.665599487754123;1;0.832799743877061;1;0.00170863693337052;0.897678631174138;0.952809382353691;0.620937523754571;95
way/501910621;0.485333333333333;26.228.338.657.366;463.567.817.912.382;341.027.390.621.429;;building;1;;;3;way/501910621;176.607.282.975.746;524.427.865.960.002;;;114.479.211.289.104;686.875.267.734.624;16.920.225.353.802;130.748.448.600.257;103.031.290.160.194;15.454.693.524.029;188.892.283.692.792;818.174.952.512.302;0.667606165245033;1;0.833803082622516;1;0.0029685268027077;0.881708514908564;0.980523959089889;0.620932477032494;96
way/501910732;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.417.952.244;;building;1;;;3;way/501910732;498.809.087.825.566;327.897.367.778.866;;;110.551.924.280.497;66.331.154.568.298;169.287.000.417.709;126.326.274.649.994;99.496.731.852.447;14.924.509.777.867;182.503.568.986.847;817.765.365.396.371;0.671202177044983;1;0.835601088522491;1;0.00286534464970289;0.897678631174131;0.944991927642304;0.620812254024118;97
way/496864420;0.485333333333333;262.599.992.752.075;463.800.001.144.409;3.508.529.774;;building;1;;;3;way/496864420;801.174.666.244.864;628.650.056.200.756;;;618.572.425.633.686;371.143.455.380.212;169.287.000.417.709;706.834.825.717.275;556.715.183.070.318;835.072.774.605.476;102.116.427.271.375;817.765.365.396.371;0.713622538818632;1;0.856811269409316;1;0.00156703681504775;0.897678631174138;0.911647411629833;0.62072362949356;98
way/501910627;0.485333333333333;262.599.992.752.075;463.800.001.144.409;342.056.396.184.616;;building;1;;;3;way/501910627;599.587.374.806.371;396.290.536.374.429;;;27.579.854.687.461;165.479.128.124.766;169.287.000.417.709;315.151.483.859.769;248.218.692.187.149;372.328.038.280.724;455.299.348.732.208;81.776.536.539.637;0.672425328260131;1;0.836212664130065;1;0.00727118481948835;0.897678631174145;0.93387821813374;0.620619843550667;99
way/493578046;0.485333333333333;260.999.989.509.583;46.269.998.550.415;369.957.504.025.807;;building;1;;;3;way/493578046;131.135.693.978.014;527.288.347.255.831;;;107.058.954.476.002;642.353.726.856.014;168.885.494.709.015;122.044.755.305.539;96.353.059.028.402;144.529.588.542.603;176.318.057.989.913;819.709.507.864.881;0.803095163097644;1;0.901547581548822;1;0.00276544437688203;0.821875022976258;0.98553851178922;0.62060981236153;100
